hotel_id,address,hotel_facilities,hotel_star_rating,rating,pageurl,room_count,no_per_room,room_type,similar_hotel,path ref id,cost
77,"Garhwal Mandal Vikas Nigam LTD, Lansdowne, 246155 Lansdowne, India – Great location -","Bathroom:Toilet paper|Linen|Towels|Slippers|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Dressing Room•View:View•Outdoors:Garden•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area|Desk•Media & Technology:Cable Channels|TV•Food & Drink:Breakfast in the room|Tea/Coffee Maker•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Reception services:Luggage storage|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•General:Designated smoking area|Non-smoking throughout|Wake-up service|Tile/Marble floor|Fan|Family rooms|Non-smoking rooms|Newspapers|Room service•Languages spoken:",1,6,http://www.booking.com/hotel/in/tip-n-top-lansdown.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,17,4,Deluxe Room,,35,3500
78,"Near railway station rani bazer bikaner near dack bangla bikaner, 334001 Bikaner, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Slippers|Bathroom|Free toiletries|Shower•Bedroom:Wardrobe/Closet•Outdoors:Terrace•Kitchen:Dining table|Cleaning products•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Telephone|TV•Food & Drink:Special diet menus (on request)|Breakfast in the room•Internet:Free!
WiFi is available in some hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Reception services:ATM/cash machine on site|Luggage storage|Ticket service|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Designated smoking area|Air conditioning|Non-smoking throughout|Wake-up service|Heating|Tile/Marble floor|Soundproofing|Car hire|Soundproof rooms|Safety deposit box|Fan|Non-smoking rooms|Newspapers|Room service",2,9,http://www.booking.com/hotel/in/suraj-bikaner.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,25,6,Deluxe Double Room,The Laxmi Niwas Palace,36,5000
79,"Kavanattinkara, 686563 Kumarakom, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Free toiletries|Bathrobe|Bath|Shower•View:Lake view•Outdoors:Sun terrace•Kitchen:Dining table|Cleaning products|Kitchen|Refrigerator•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Free!
Pets are allowed on request. No extra charges.•Activities:Evening entertainment|Canoeing|Fishing•Living Area:Dining area•Media & Technology:Video|TV•Food & Drink:Special diet menus (on request)|Restaurant (buffet)•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Shared lounge/TV area|Private check-in/check-out|Tour desk|Car hire|24-hour front desk|Meeting/banquet facilities•General:Designated smoking area|Air conditioning|Fan",1,1,http://www.booking.com/hotel/in/amrutham-houseboat-4.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,4,4,Mobile Home,Aveda Kumarakom,37,4500
80,"chuna mandi paharganj new delhi 110055, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and shopping – Check location Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Free toiletries|Bathrobe|Shower•Bedroom:Wardrobe/Closet|Alarm clock|Extra Long Beds (> 2 metres)•Outdoors:Balcony|Terrace•Kitchen:Children's high chair|Cleaning products|Refrigerator•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Activities:Cycling•Living Area:Fireplace|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|Video Games|Telephone|TV•Food & Drink:Special diet menus (on request)|Breakfast in the room|Tea/Coffee Maker•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Reception services:ATM/cash machine on site|Luggage storage|Ticket service|Tour desk|Currency exchange|24-hour front desk•Entertainment and family services:Books, DVDs or music for children•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Business centre•General:Grocery deliveries|Mini-market on site|Airport shuttle (surcharge)|Air conditioning|Shops (on site)|Mosquito net|Wake-up service|Hardwood/Parquet floors|Heating|Tile/Marble floor|Soundproofing|Car hire|Packed lunches|Carpeted|Soundproof rooms|Gift shop|Lift|Bridal suite|VIP room facilities|Fan|Barber/beauty shop|Facilities for disabled guests|Ironing Facilities|Newspapers|Room service•Languages spoken:",1,2,http://www.booking.com/hotel/in/saya.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,70,3,Deluxe Room,Hotel Krishna,38,5500
81,"Trinity House, No. 773, 3rd stage, 3rd cross, Gokulam, 570002 Mysore, India – Great location -","Miscellaneous:Air conditioning|Soundproof rooms|Lift|Family rooms•Bathroom:Toilet paper|Linen|Towels|Bath or Shower|Bathroom|Toilet|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet•Outdoors:Sun terrace|Balcony|Terrace•Accessibility:Upper floors accessible by lift•Kitchen:Oven|Electric kettle|Kitchen|Washing Machine|Microwave|Refrigerator|Kitchenette•Room Amenities:Clothes rack|Tile/Marble floor|Private entrance|Fan|Ironing Facilities•Services & Extras:Wake-up service•Pets:Pets are not allowed.•Living Area:Dining area|Sofa|Desk•Media & Technology:Flat-screen TV|Satellite Channels|TV•Food & Drink:Breakfast in the room|Room service•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Transport:Airport shuttle (surcharge)|Car hire•Cleaning services:Daily maid service|Ironing service|Dry cleaning|Laundry",1,3,http://www.booking.com/hotel/in/varsha-enclave-trinity-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,11,5,Studio with Balcony,Treebo Golden Castle,39,6000
82,"Keerikara PO,Thekkady keerikara, 685533 Vandiperiyār, India – Show map","Bedroom:Wardrobe/Closet•View:Garden view|Lake view|View•Outdoors:BBQ facilities|Garden•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Free!
Pets are allowed. No extra charges.•Activities:Cycling|Hiking|Fishing•Living Area:Fireplace•Food & Drink:Special diet menus (on request)|Restaurant (à la carte)|Restaurant•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Tour desk|Packed lunches|24-hour front desk|Room service•General:Safety deposit box|Fan",1,4,http://www.booking.com/hotel/in/harithavanam-farm-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,4,2,Deluxe Room,Chillax Vagamon,40,2500
83,"Somnath Mandir Road Opp Paras Motors, 396210 Daman, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet|Alarm clock|Extra Long Beds (> 2 metres)•View:City view|View•Outdoors:Patio•Kitchen:Dining table|Cleaning products•Room Amenities:Fold-up bed|Clothes rack•Pets:Pets are allowed. Charges may be applicable.•Living Area:Dining area|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Video|Telephone|TV|Pay-per-view Channels•Food & Drink:Special diet menus (on request)|Restaurant (buffet)|Restaurant (à la carte)|Breakfast in the room|Bar|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Reception services:Private check-in/check-out|ATM/cash machine on site|Luggage storage|Express check-in/check-out|24-hour front desk•Cleaning services:Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Air conditioning|Mosquito net|Wake-up service|Tile/Marble floor|Car hire|Packed lunches|Lift|Fan|Ironing Facilities|Newspapers|Room service",1,5,http://www.booking.com/hotel/in/saffron-daman.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,12,4,Budget Double Room,Hotel Silver Leaf,41,3000
84,"Gulab Singh Chowk , City Thana Road, 125001 Hisār, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Slippers|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•Outdoors:Terrace•Kitchen:Electric kettle•Pets:Pets are not allowed.•Living Area:Sofa|Desk•Media & Technology:Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:ATM/cash machine on site|Luggage storage|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Business centre|Meeting/banquet facilities•General:Mini-market on site|Air conditioning|Shops (on site)|Wake-up service|Tile/Marble floor|Soundproofing|Car hire|Gift shop|Heating|Fan|Barber/beauty shop|Ironing Facilities|Non-smoking rooms|Iron|Newspapers|Wake Up Service/Alarm Clock|Room service•Languages spoken:",1,6,http://www.booking.com/hotel/in/medico-residancy.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,16,6,Budget Double Room,Hotel Shadaab Inn,42,3500
85,"2nd Tito's Lane, Baga, 403516 Baga, India – Show map","Outdoors:Terrace•Pets:Pets are not allowed.•Activities:Bicycle rental•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:No parking available.•Services:Daily maid service|Airport shuttle (surcharge)|Luggage storage|Car hire•General:Adult only|Designated smoking area|Air conditioning|Non-smoking rooms•Languages spoken:",2,7,http://www.booking.com/hotel/in/rezos.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,8,4,Deluxe Double Room,Zense Resort|Hotel Bonanza,43,5000
86,"8641/59, Arakashan Road, Paharganj, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and shopping – Check location Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Bathroom|Toilet|Free toiletries|Bathrobe|Bath|Shower•Bedroom:Extra Long Beds (> 2 metres)•View:View•Outdoors:Sun terrace•Kitchen:Dining table•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Reception services:Private check-in/check-out|Concierge service|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Cleaning services:Trouser press|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Airport shuttle (surcharge)|Shuttle service (surcharge)|Air conditioning|Wake-up service|Tile/Marble floor|Soundproofing|Private entrance|Car hire|Lift|Fan|Newspapers|Room service•Languages spoken:",2,8,http://www.booking.com/hotel/in/roopkala-deluxe.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,16,3,Standard Double Room,Hotel Sai International|Hotel Shivam International|Neelam Palace Dx,44,4500
87,"71 MIG Tajnagri Phase I, Shilpgram Rd, Tajganj, 282001 Agra, India – Show map","Bathroom:Slippers|Shower•Kitchen:Shared kitchen|Stovetop•Pets:Pets are allowed. Charges may be applicable.•Media & Technology:Cable Channels|Satellite Channels|TV•Food & Drink:Breakfast in the room•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Private check-in/check-out|ATM/cash machine on site|Packed lunches|Room service•General:Mini-market on site|Air conditioning|Shops (on site)|Tile/Marble floor|Fan|Newspapers",1,1,http://www.booking.com/hotel/in/indu-dormitory-and-guest-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,2,5,Bed in 4-Bed Dormitory Room,N.Homestay,47,2500
88,"Vishudhi Associates ,Attuvampatty Crush,Vilpatty P O, 624101 Kodaikānāl, India – Show map","Bathroom:Linen|Towels|Bathroom|Toilet|Shower•View:Garden view•Outdoors:Balcony|Garden•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV|Satellite Channels•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Daily maid service|Trouser press|Wake-up service|Shoeshine|Ironing service|Dry cleaning|Laundry|24-hour front desk|Room service•General:Designated smoking area|Non-smoking throughout|Allergy-free room|Tile/Marble floor|Soundproofing|Soundproof rooms|Fan",2,3,http://www.booking.com/hotel/in/santhigiri-auyrvedic-heritage.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,10,2,Deluxe Double Room,The Peak Resorts,48,3000
